,t090C,t090C_1000,t090C_3000,t090C_10000,flag
7593,30.6035,30.60202266091856,30.602659683035753,30.696628109508637,0.0
7594,30.5699,30.588633991962304,30.597995754839253,30.695164512152836,0.0
7595,30.5705,30.579555765114037,30.59412690279662,30.694121718223197,0.0
7596,30.5674,30.574701963263024,30.591256765441972,30.6935279660175,0.0
7597,30.5571,30.573700627700212,30.589430286035363,30.6933954463133,0.0
7598,30.5829,30.57590572678054,30.588551811826726,30.69372178848386,0.0
7599,30.5854,30.57761592321959,30.588140187810414,30.69446868990913,0.0
7600,30.5667,30.578274717694327,30.58805562006045,30.695627937114477,0.0
7601,30.5926,30.579113276748654,30.588386193358364,30.69721182182676,0.0
7602,30.5894,30.57732268275919,30.58884128893038,30.69919910417228,0.0
7603,30.5704,30.572092147871363,30.58943433430181,30.701596498438555,0.0
7604,30.5606,30.566604335540625,30.590708093734357,30.70445861716079,0.0
7605,30.5544,30.56327696706422,30.593169970945883,30.70783616001316,0.0
7606,30.5444,30.564108927540946,30.597247564817685,30.71177032794914,0.0
7607,30.5466,30.571991889531823,30.603350808588043,30.71629693769646,0.0
7608,30.5926,30.585987477002686,30.611317123446508,30.721395894909772,0.0
7609,30.5883,30.602506722390338,30.62055632959829,30.727004551866848,0.0
7610,30.61,30.622287889117757,30.630843243737985,30.733089860161908,0.0
7611,30.6518,30.645143121810136,30.641773607490936,30.73960084043853,0.0
